Timestamp,VA,W,VAR,PF,VLL,VLN,A,F,VA1,W1,VAR1,PF1,V12,V1,A1,VA2,W2,VAR2,PF2,V23,V2,A2,VA3,W3,VAR3,PF3,V31,V3,A3,FwdVAh,FwdWh,FwdVARh,FwdVARh,Present_demand,Max_MD,Max_DM_time,RevVAh,RevWh,RevVARh,RevVARh
1356547507,272.854553223,198.806350708,169.124603271,0.728616535664,1.00000004581e-18,253.991897583,0.358337491751,50.0299758911,218.925537109,157.056442261,147.625259399,0.71739667654,1.00000004581e-18,253.933410645,0.862137615681,54.0749092102,41.7499046326,21.49933815,0.772075355053,1.00000004581e-18,254.02204895,0.212874874473,0.0,0.0,6.00001082144e-18,1.00000004581e-18,1.00000004581e-18,254.020248413,6.00001082144e-18,717652.75,683179.625,66029.28125,-14291.0039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356547507,272.854553223,198.806350708,169.124603271,0.728616535664,1.00000004581e-18,253.991897583,0.358337491751,50.0299758911,218.925537109,157.056442261,147.625259399,0.71739667654,1.00000004581e-18,253.933410645,0.862137615681,54.0749092102,41.7499046326,21.49933815,0.772075355053,1.00000004581e-18,254.02204895,0.212874874473,0.0,0.0,6.00001082144e-18,1.00000004581e-18,1.00000004581e-18,254.020248413,6.00001082144e-18,717652.75,683179.625,66029.28125,-14291.0039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356547508,272.833648682,198.832794189,169.069946289,0.728769302368,1.00000004581e-18,254.003662109,0.358297437429,50.0347824097,218.913543701,157.075485229,147.577468872,0.717522919178,1.00000004581e-18,253.942169189,0.86206060648,54.0667457581,41.75730896,21.4924716949,0.772328913212,1.00000004581e-18,254.03515625,0.212831735611,0.0,0.0,6.00001082144e-18,1.00000004581e-18,1.00000004581e-18,254.033691406,6.00001082144e-18,717652.8125,683179.6875,66029.328125,-14291.0039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356547508,272.833648682,198.832794189,169.069946289,0.728769302368,1.00000004581e-18,254.003662109,0.358297437429,50.0347824097,218.913543701,157.075485229,147.577468872,0.717522919178,1.00000004581e-18,253.942169189,0.86206060648,54.0667457581,41.75730896,21.4924716949,0.772328913212,1.00000004581e-18,254.03515625,0.212831735611,0.0,0.0,6.00001082144e-18,1.00000004581e-18,1.00000004581e-18,254.033691406,6.00001082144e-18,717652.8125,683179.6875,66029.328125,-14291.0039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356547509,272.852172852,198.862976074,168.99899292,0.728830516338,1.00000004581e-18,254.004516602,0.358317226171,50.0362434387,218.90447998,157.098129272,147.543136597,0.717656075954,1.00000004581e-18,253.944503784,0.86201697588,54.0924263,41.7648429871,21.4558525085,0.772101521492,1.00000004581e-18,254.032958984,0.212934657931,0.0,0.0,6.00001082144e-18,1.00000004581e-18,1.00000004581e-18,254.036087036,6.00001082144e-18,717652.875,683179.75,66029.375,-14291.0039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356547509,272.852172852,198.862976074,168.99899292,0.728830516338,1.00000004581e-18,254.004516602,0.358317226171,50.0362434387,218.90447998,157.098129272,147.543136597,0.717656075954,1.00000004581e-18,253.944503784,0.86201697588,54.0924263,41.7648429871,21.4558525085,0.772101521492,1.00000004581e-18,254.032958984,0.212934657931,0.0,0.0,6.00001082144e-18,1.00000004581e-18,1.00000004581e-18,254.036087036,6.00001082144e-18,717652.875,683179.75,66029.375,-14291.0039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356547510,272.773620605,198.814498901,168.866592407,0.728862643242,1.00000004581e-18,253.987014771,0.358240127563,50.038318634,218.855667114,157.075836182,147.44670105,0.717714309692,1.00000004581e-18,253.92515564,0.861890375614,54.0620689392,41.7386627197,21.419883728,0.772050738335,1.00000004581e-18,254.015258789,0.212830007076,0.0,0.0,6.00001082144e-18,1.00000004581e-18,1.00000004581e-18,254.020645142,6.00001082144e-18,717652.9375,683179.75,66029.421875,-14291.0039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356547510,272.773620605,198.814498901,168.866592407,0.728862643242,1.00000004581e-18,253.987014771,0.358240127563,50.038318634,218.855667114,157.075836182,147.44670105,0.717714309692,1.00000004581e-18,253.92515564,0.861890375614,54.0620689392,41.7386627197,21.419883728,0.772050738335,1.00000004581e-18,254.015258789,0.212830007076,0.0,0.0,6.00001082144e-18,1.00000004581e-18,1.00000004581e-18,254.020645142,6.00001082144e-18,717652.9375,683179.75,66029.421875,-14291.0039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356547511,272.677429199,198.771224976,168.740661621,0.728960990906,1.00000004581e-18,253.962768555,0.358144193888,50.0396842957,218.77406311,157.046691895,147.37059021,0.717848718166,1.00000004581e-18,253.903411865,0.861642897129,54.0465278625,41.7245407104,21.3700675964,0.772011518478,1.00000004581e-18,253.990386963,0.212789669633,0.0,0.0,6.00001082144e-18,1.00000004581e-18,1.00000004581e-18,253.994476318,6.00001082144e-18,717653.0625,683179.8125,66029.46875,-14291.0039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356547511,272.677429199,198.771224976,168.740661621,0.728960990906,1.00000004581e-18,253.962768555,0.358144193888,50.0396842957,218.77406311,157.046691895,147.37059021,0.717848718166,1.00000004581e-18,253.903411865,0.861642897129,54.0465278625,41.7245407104,21.3700675964,0.772011518478,1.00000004581e-18,253.990386963,0.212789669633,0.0,0.0,6.00001082144e-18,1.00000004581e-18,1.00000004581e-18,253.994476318,6.00001082144e-18,717653.0625,683179.8125,66029.46875,-14291.0039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356547512,272.544372559,198.676116943,168.624572754,0.728968024254,1.00000004581e-18,253.944412231,0.357991725206,50.0399284363,218.680480957,157.010162354,147.28276062,0.717988908291,1.00000004581e-18,253.884292603,0.861339092255,54.00365448,41.6659584045,21.3418159485,0.771539568901,1.00000004581e-18,253.972259521,0.21263602376,0.0,0.0,6.00001082144e-18,1.00000004581e-18,1.00000004581e-18,253.976715088,6.00001082144e-18,717653.125,683179.875,66029.515625,-14291.0039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356547513,272.451019287,198.640716553,167.466400146,0.729087769985,1.00000004581e-18,253.926651001,0.357900947332,50.0398826599,218.644973755,156.989120483,147.272827148,0.718009293079,1.00000004581e-18,253.863708496,0.861269116402,53.9484519958,41.6515846252,20.1935653687,0.772062599659,1.00000004581e-18,253.954299927,0.212433695793,0.0,0.0,6.00001082144e-18,1.00000004581e-18,1.00000004581e-18,253.961959839,6.00001082144e-18,717653.1875,683179.9375,66029.5625,-14291.0039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356547514,272.380004883,198.561477661,168.737823486,0.728986978531,1.00000004581e-18,253.910720825,0.357830911875,50.0405311584,218.581298828,156.916610718,147.287231445,0.71788674593,1.00000004581e-18,253.847091675,0.861074626446,53.9415512085,41.6448516846,21.450586319,0.772036552429,1.00000004581e-18,253.940444946,0.212418109179,0.0,0.0,6.00001082144e-18,1.00000004581e-18,1.00000004581e-18,253.944610596,6.00001082144e-18,717653.25,683180.0,66029.609375,-14291.0039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356547515,272.269042969,198.490493774,168.771591187,0.729023396969,1.00000004581e-18,253.901107788,0.357702046633,50.0423851013,218.537811279,156.871582031,147.313568115,0.717823505402,1.00000004581e-18,253.837661743,0.860935330391,53.876750946,41.6189117432,21.458026886,0.772483706474,1.00000004581e-18,253.930984497,0.21217083931,0.0,0.0,6.00001082144e-18,1.00000004581e-18,1.00000004581e-18,253.934661865,6.00001082144e-18,717653.375,683180.0625,66029.65625,-14291.0039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356547516,272.217071533,198.489212036,168.756530762,0.729157865047,1.00000004581e-18,253.909622192,0.357620537281,50.0425224304,218.491073608,156.873031616,147.287887573,0.717983722687,1.00000004581e-18,253.847229004,0.860718786716,53.8708457947,41.6161804199,21.4686431885,0.772517681122,1.00000004581e-18,253.936660767,0.212142825127,0.0,0.0,6.00001082144e-18,1.00000004581e-18,1.00000004581e-18,253.945007324,6.00001082144e-18,717653.4375,683180.125,66029.703125,-14291.0039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356547516,272.217071533,198.489212036,168.756530762,0.729157865047,1.00000004581e-18,253.909622192,0.357620537281,50.0425224304,218.491073608,156.873031616,147.287887573,0.717983722687,1.00000004581e-18,253.847229004,0.860718786716,53.8708457947,41.6161804199,21.4686431885,0.772517681122,1.00000004581e-18,253.936660767,0.212142825127,0.0,0.0,6.00001082144e-18,1.00000004581e-18,1.00000004581e-18,253.945007324,6.00001082144e-18,717653.4375,683180.125,66029.703125,-14291.0039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356547517,272.192993164,198.533889771,168.761123657,0.729386508465,1.00000004581e-18,253.9349823,0.357558071613,50.0427436829,218.49357605,156.897964478,147.320114136,0.718089580536,1.00000004581e-18,253.871994019,0.860644578934,53.847618103,41.6359367371,21.4410171509,0.773217797279,1.00000004581e-18,253.96270752,0.212029621005,0.0,0.0,6.00001082144e-18,1.00000004581e-18,1.00000004581e-18,253.970245361,6.00001082144e-18,717653.5,683180.1875,66029.75,-14291.0039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356547517,272.192993164,198.533889771,168.761123657,0.729386508465,1.00000004581e-18,253.9349823,0.357558071613,50.0427436829,218.49357605,156.897964478,147.320114136,0.718089580536,1.00000004581e-18,253.871994019,0.860644578934,53.847618103,41.6359367371,21.4410171509,0.773217797279,1.00000004581e-18,253.96270752,0.212029621005,0.0,0.0,6.00001082144e-18,1.00000004581e-18,1.00000004581e-18,253.970245361,6.00001082144e-18,717653.5,683180.1875,66029.75,-14291.0039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356547518,272.108154297,198.498855591,168.686431885,0.729485094547,1.00000004581e-18,253.940994263,0.357432931662,50.0422592163,218.395721436,156.864868164,147.2706604,0.718259811401,1.00000004581e-18,253.880432129,0.860230624676,53.8586921692,41.6339797974,21.4157676697,0.773022472858,1.00000004581e-18,253.968826294,0.212068110704,0.0,0.0,6.00001082144e-18,1.00000004581e-18,1.00000004581e-18,253.973724365,6.00001082144e-18,717653.5625,683180.25,66029.796875,-14291.0039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356547518,272.108154297,198.498855591,168.686431885,0.729485094547,1.00000004581e-18,253.940994263,0.357432931662,50.0422592163,218.395721436,156.864868164,147.2706604,0.718259811401,1.00000004581e-18,253.880432129,0.860230624676,53.8586921692,41.6339797974,21.4157676697,0.773022472858,1.00000004581e-18,253.968826294,0.212068110704,0.0,0.0,6.00001082144e-18,1.00000004581e-18,1.00000004581e-18,253.973724365,6.00001082144e-18,717653.5625,683180.25,66029.796875,-14291.0039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
